INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('prettyMoccasin', 74474, 1, 145, 1, 15404);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Lime', 173819, 39, 174, 84, 177927);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('costMoccasin', 140396, 39, 174, 84, 800077);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('professionalSeaShell', 412793, 39, 174, 84, 843902);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Blackimprove', 484470, 39, 174, 84, 365187);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('LavenderBlushexpert', 541876, 39, 174, 85, 326879);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('FloralWhite', 124224, 39, 174, 85, 553328);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('describeHotPinkwhen', 387223, 39, 174, 85, 192834);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('treeFireBrickusually', 488316, 39, 174, 85, 236968);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('PaleGoldenRod', 386412, 39, 174, 85, 575917);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Red', 458359, 40, 126, 86, 618799);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Bluestatement', 502434, 40, 126, 86, 495523);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('SlateGray', 531841, 40, 126, 86, 814236);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Orchidfinal', 242855, 40, 126, 86, 598222);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Pink', 96151, 40, 126, 87, 8693);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('greatLightGray', 482625, 40, 126, 87, 366620);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('bestCornsilk', 449903, 40, 126, 87, 891050);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Magenta', 567484, 40, 126, 87, 487028);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('writerMintCreamthus', 213720, 40, 126, 87, 764599);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('pickIvory', 100216, 40, 126, 87, 677211);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('darkNavyresearch', 246243, 40, 126, 87, 224949);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('FloralWhiteto', 235984, 40, 126, 87, 589752);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('CongressDodgerBluebillion', 230531, 41, 34, 88, 968404);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('RoyalBlue', 599685, 41, 34, 88, 230105);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('manDarkTurquoise', 302125, 41, 34, 88, 417165);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('DodgerBluewonder', 529353, 42, 133, 89, 903153);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('findDarkViolet', 580060, 42, 133, 89, 804416);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('bloodDarkSlateGraymedical', 384022, 42, 133, 89, 725989);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('RoyalBlue', 462472, 42, 133, 89, 921568);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('MediumVioletRedman', 340649, 42, 133, 89, 23689);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('carePowderBlue', 126765, 42, 133, 90, 424958);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Limesimple', 536846, 42, 133, 90, 75149);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Cornsilkend', 329651, 42, 133, 90, 809014);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('tonightNavajoWhite', 392622, 43, 9, 91, 457764);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('MediumPurple', 122573, 43, 9, 91, 441917);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('watchMistyRosedifficult', 120101, 43, 9, 91, 297763);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Indigo', 119560, 43, 9, 91, 684861);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('betweenSkyBluejust', 293322, 44, 101, 92, 638941);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('goodBlanchedAlmondaway', 241463, 44, 101, 92, 588003);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Bluefind', 228280, 44, 101, 92, 791485);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('floorDodgerBlueseek', 383850, 44, 101, 92, 841930);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('floorGhostWhiteinto', 351224, 44, 101, 93, 345923);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('SlateGraysocial', 199238, 44, 101, 93, 9966);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('bornDarkTurquoise', 331506, 44, 101, 93, 493840);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('OrangeRedrole', 226719, 45, 9, 94, 882482);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('SpringGreenthrough', 169344, 45, 9, 94, 114655);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('MediumSlateBlueagreement', 182823, 45, 9, 94, 392556);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('speechDarkKhakisound', 204986, 45, 9, 94, 463612);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('lowHotPinkprofessor', 591719, 45, 9, 94, 743270);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('DarkOrchidweek', 92625, 46, 97, 95, 346054);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Turquoise', 94578, 46, 97, 95, 6260);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('wideLightSalmonmember', 543499, 46, 97, 95, 390867);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('ruleLightSteelBlue', 384373, 46, 97, 95, 362970);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('offDarkVioletcivil', 116991, 46, 97, 95, 390350);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('DeepSkyBluebox', 381863, 46, 97, 96, 463583);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('PaleGoldenRod', 182295, 46, 97, 96, 413206);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('MidnightBlue', 515884, 46, 97, 96, 240190);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Orangecheck', 267608, 46, 97, 96, 588873);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('MediumPurplehealth', 566577, 46, 97, 97, 382851);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Violet', 340682, 46, 97, 97, 955524);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('modelDarkOliveGreenbudget', 434850, 46, 97, 97, 631540);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('LightGoldenRodYellowahead', 100974, 46, 97, 97, 685667);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('modelCornsilkmission', 587555, 47, 122, 98, 206496);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Chartreuse', 224176, 47, 122, 98, 286511);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('experienceNavajoWhite', 533976, 47, 122, 98, 115846);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Fuchsiainvolve', 545581, 47, 122, 99, 656857);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('wearDarkBluefine', 578514, 47, 122, 99, 836095);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('physicalGainsborofigure', 584795, 47, 122, 99, 836170);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('PaleTurquoiseimportant', 136425, 47, 122, 99, 668950);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('White', 431661, 47, 122, 99, 838079);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('spendCornflowerBlue', 268921, 48, 35, 100, 306265);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('strategyNavyman', 246493, 48, 35, 100, 790589);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('LightBlue', 457700, 48, 35, 100, 31022);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('kitchenDarkVioletfish', 71696, 48, 35, 100, 592699);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Bisque', 388099, 48, 35, 100, 969670);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('OrangeRedreally', 413524, 48, 35, 100, 81579);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('attackLightCoral', 546479, 48, 35, 100, 379332);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('summerMediumPurpleresult', 261348, 48, 35, 100, 700170);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('asSaddleBrowndebate', 279263, 48, 35, 101, 446261);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('rolePaleTurquoisefight', 261908, 48, 35, 101, 636487);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('DarkBlue', 316174, 48, 35, 101, 624392);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('OrangeRedman', 567580, 48, 35, 101, 351691);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('DarkCyan', 338034, 48, 35, 102, 569596);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('bookSaddleBrown', 397772, 48, 35, 102, 223583);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('MediumPurpletrade', 405462, 48, 35, 102, 963876);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Lavendergas', 200880, 48, 35, 102, 846922);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('warGoldenRod', 430159, 48, 35, 102, 946006);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('DarkOrange', 126279, 49, 115, 103, 900059);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('driveLightGreen', 440792, 49, 115, 103, 178201);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('LightSalmon', 169048, 49, 115, 103, 102233);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('WhiteSmokeleader', 205962, 49, 115, 104, 839547);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('establishForestGreenhim', 343148, 49, 115, 104, 857368);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('helpWhiteSmoke', 420741, 49, 115, 104, 171395);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('PaleGoldenRodlater', 445416, 49, 115, 104, 769489);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('resultDarkSlateBlueoption', 377663, 49, 115, 104, 127174);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Chocolate', 155690, 49, 115, 104, 616342);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('LavenderBlush', 459105, 49, 115, 104, 871260);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('theoryTan', 139004, 49, 115, 104, 402673);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Gainsborofive', 568752, 49, 115, 105, 929951);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('heartDarkOrchid', 335012, 49, 115, 105, 230867);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('MediumSpringGreen', 343340, 49, 115, 105, 966636);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('significantTurquoise', 388606, 50, 114, 106, 724186);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('bodyPaleGoldenRod', 247497, 50, 114, 106, 800385);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('RosyBrown', 158575, 50, 114, 106, 429089);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('orDarkGraylikely', 316702, 50, 114, 106, 186343);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Yellow', 376382, 50, 114, 107, 30072);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('HotPink', 578307, 50, 114, 107, 79155);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('allFuchsia', 326265, 50, 114, 107, 369906);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('senseDarkGrayfly', 344178, 50, 114, 107, 402438);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('discussKhaki', 242096, 50, 114, 108, 174706);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('DarkTurquoisecard', 351804, 50, 114, 108, 257392);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('DodgerBluemessage', 421099, 50, 114, 108, 59380);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('sayPurplewill', 216937, 50, 114, 108, 91356);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Aquamarinewhen', 218628, 50, 114, 108, 612164);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('doOlivestaff', 164023, 51, 131, 109, 793531);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Tomato', 292671, 51, 131, 109, 47849);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Azurevarious', 519864, 51, 131, 109, 305324);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Aquamarine', 218243, 51, 131, 109, 721613);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('summerDarkGrayhuman', 437387, 52, 63, 110, 555014);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('LightSeaGreenimportant', 211814, 52, 63, 110, 707925);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('SeaShell', 254284, 52, 63, 110, 523976);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('DarkRedsoon', 420636, 52, 63, 110, 887123);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('growthMintCreamrest', 528051, 52, 63, 111, 32819);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('seasonOlivelay', 268525, 52, 63, 111, 24737);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('sceneDarkGoldenRodaccording', 499608, 52, 63, 111, 581292);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('DarkCyan', 229328, 52, 63, 111, 468682);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('teamSilverread', 542756, 52, 63, 111, 207499);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('DarkMagentaeconomy', 417349, 52, 63, 111, 716574);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Chocolatelevel', 548255, 52, 63, 111, 525621);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Tan', 542009, 52, 63, 111, 856645);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('AntiqueWhitepaper', 285860, 53, 75, 112, 445040);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('attorneyLightSalmon', 130123, 53, 75, 112, 267495);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('LimeGreen', 425615, 53, 75, 112, 127659);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('projectIndianRedabove', 120464, 53, 75, 112, 862466);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('interestingLightBluepopular', 581363, 53, 75, 112, 638344);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('realLinen', 111563, 53, 75, 113, 106767);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('overGray', 560331, 53, 75, 113, 679260);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('MediumSpringGreen', 86050, 53, 75, 113, 515514);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Yellow', 409385, 53, 75, 113, 822779);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('DarkRedphysical', 475694, 54, 13, 114, 726015);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('LightGoldenRodYellowmajor', 516855, 54, 13, 114, 129616);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('blueLightBlue', 182107, 54, 13, 114, 627024);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('southCornsilkmouth', 510500, 54, 13, 114, 996762);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('culturalChartreuselevel', 524101, 54, 13, 114, 902554);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('argueMediumSlateBlue', 556522, 54, 13, 115, 937946);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Salmon', 307862, 54, 13, 115, 10954);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Teal', 396217, 54, 13, 115, 337395);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Orchidwife', 395717, 54, 13, 115, 414264);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('DarkSlateGraystory', 362789, 54, 13, 115, 465993);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('DarkBlueedge', 87384, 54, 13, 115, 459311);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('maybeLimeGreen', 62759, 54, 13, 115, 529167);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Greenoff', 79159, 54, 13, 115, 792658);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('askMediumSeaGreenitem', 333825, 54, 13, 116, 796208);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('BlueVioletaudience', 501018, 54, 13, 116, 398497);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('artHotPink', 270422, 54, 13, 116, 501134);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('LightSteelBlue', 472215, 54, 13, 116, 831008);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('DarkKhakionto', 573790, 55, 36, 117, 985473);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('MidnightBlue', 499914, 55, 36, 117, 794518);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('hisFuchsiasmall', 504317, 55, 36, 117, 633963);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Navy', 455863, 55, 36, 117, 867356);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Thistlescientist', 124102, 55, 36, 117, 459838);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('LavenderBlush', 369842, 55, 36, 118, 69024);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('PaleGoldenRodold', 539436, 55, 36, 118, 221869);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Perurelationship', 121388, 55, 36, 118, 843061);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('animalWheat', 589834, 55, 36, 118, 534450);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('discussGray', 240874, 55, 36, 118, 224921);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('federalFuchsiapractice', 167043, 56, 72, 119, 951288);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Orangepopular', 297642, 56, 72, 119, 753029);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Tan', 496817, 56, 72, 119, 21354);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('suddenlyMediumSeaGreen', 412460, 56, 72, 119, 782905);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('controlLightGoldenRodYellow', 240768, 56, 72, 119, 183391);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('IndianRed', 525368, 56, 72, 120, 179018);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Wheat', 561626, 56, 72, 120, 888288);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('PaleTurquoise', 540534, 56, 72, 120, 262513);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('DarkOliveGreen', 494542, 56, 72, 120, 119193);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('GhostWhite', 401959, 56, 72, 120, 764292);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('DarkSalmonbank', 493011, 56, 72, 120, 841812);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('detailBlanchedAlmond', 396852, 56, 72, 120, 866003);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('skillSeaGreen', 512392, 56, 72, 120, 48105);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('fourSandyBrownmarriage', 599188, 57, 74, 121, 958806);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Crimsongood', 363715, 57, 74, 121, 308305);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('behindRosyBrownhappy', 210936, 57, 74, 121, 880860);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('LemonChiffonrun', 304628, 57, 74, 121, 593822);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Snow', 287359, 57, 74, 121, 840686);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Red', 251582, 57, 74, 122, 830697);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('boyCrimson', 302365, 57, 74, 122, 135147);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('PaleGreen', 174145, 57, 74, 122, 229576);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('communityAquapay', 517258, 57, 74, 122, 395496);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('norRed', 490882, 58, 167, 123, 27869);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('readyPinkarm', 471208, 58, 167, 123, 592644);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('okLightBlue', 538237, 58, 167, 123, 555053);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('setSlateBluerather', 275880, 58, 167, 123, 145196);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('rangeSeaShell', 339220, 58, 167, 123, 401927);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('argueRosyBrowncountry', 402448, 58, 167, 123, 947716);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('MintCream', 383393, 58, 167, 123, 226829);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('hearSkyBlue', 336636, 58, 167, 123, 768753);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('LemonChiffon', 123674, 58, 167, 124, 93087);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('LightSteelBlue', 494334, 58, 167, 124, 55207);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('probablyLightGoldenRodYellowplant', 416947, 58, 167, 124, 683886);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('threeGhostWhite', 257044, 58, 167, 124, 95213);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('YellowGreenweight', 167188, 58, 167, 124, 307807);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('BurlyWood', 141120, 58, 167, 124, 901245);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Blackmanagement', 327075, 58, 167, 124, 69721);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Cyanclass', 117879, 58, 167, 124, 906691);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('MintCream', 407931, 58, 167, 125, 864667);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('coachRosyBrownnation', 313109, 58, 167, 125, 628005);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('RosyBrown', 267334, 58, 167, 125, 236951);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('SkyBlue', 386700, 58, 167, 125, 961962);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('DarkVioletherself', 204412, 59, 143, 126, 410988);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('AmericanBlueVioletresponsibility', 534710, 59, 143, 126, 225235);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('LightSkyBluelanguage', 485823, 59, 143, 126, 852198);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('writeDarkTurquoiseindeed', 508968, 59, 143, 127, 511090);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('SaddleBrownsection', 565674, 59, 143, 127, 887149);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('DarkGoldenRod', 553163, 59, 143, 127, 436492);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('changeSandyBrownbenefit', 78620, 59, 143, 127, 833698);
