INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('MidnightBlue', '1973-02-18', 'album', 'http://www.deleon-pratt.info/', 145, 1);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Pink', '1995-05-28', 'album', 'http://www.romero.com/', 171, 91);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('trueGrayservice', '2001-03-31', 'album', 'http://www.mcdonald-lawrence.info/', 171, 91);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('yetMediumSeaGreen', '1967-02-17', 'album', 'http://www.horn-clark.net/', 171, 91);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('PowderBlue', '1965-05-22', 'album', 'http://www.anderson.biz/', 41, 92);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('callPaleTurquoise', '2002-08-16', 'album', 'http://hurst-landry.biz/', 114, 93);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('writerMediumVioletRedfine', '2003-06-07', 'album', 'https://www.gordon-wood.com/', 114, 93);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('DarkSeaGreen', '2003-03-14', 'album', 'http://chen.org/', 114, 93);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Olive', '1973-04-21', 'album', 'http://www.spence.com/', 142, 94);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('MediumPurplecommunity', '1977-11-26', 'album', 'https://www.hall-edwards.com/', 142, 94);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('SlateBlue', '1985-12-25', 'album', 'http://diaz.com/', 142, 94);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Pinkform', '1972-12-22', 'album', 'http://saunders.com/', 145, 95);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('newOrchidnumber', '1975-10-08', 'album', 'http://evans.com/', 145, 95);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('stillBlanchedAlmondrequire', '1981-02-03', 'album', 'http://carlson.com/', 27, 96);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('MediumSlateBlueleave', '1984-05-22', 'album', 'http://www.gibson-ross.com/', 27, 96);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('youAzurepolice', '1975-05-22', 'album', 'http://www.long-kramer.com/', 27, 96);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('SkyBlue', '1991-04-17', 'album', 'http://www.walker.org/', 27, 97);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('agentOldLacespend', '1976-08-14', 'album', 'https://www.brown.com/', 27, 97);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('LightSlateGrayarm', '1983-01-19', 'album', 'https://bentley.com/', 27, 97);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('aheadMediumTurquoise', '1971-01-29', 'album', 'https://henry-grant.com/', 69, 98);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('SkyBlueforward', '1980-02-24', 'album', 'https://www.horn-thomas.com/', 69, 98);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('caseLinenas', '2004-08-07', 'album', 'https://skinner-weber.com/', 69, 98);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('orGreenYellowdifficult', '1967-10-16', 'album', 'https://www.smith.com/', 114, 99);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('highBurlyWood', '1983-05-21', 'album', 'https://villanueva.biz/', 114, 99);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('PaleGoldenRodacross', '1971-02-26', 'album', 'https://kemp.com/', 114, 99);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('PapayaWhip', '1969-11-14', 'album', 'http://www.goodman.com/', 115, 100);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('moreBlackpull', '1973-01-23', 'album', 'http://www.pace.biz/', 115, 100);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('somethingPaleVioletRed', '1991-03-16', 'album', 'https://www.lewis.com/', 14, 101);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('DarkBlue', '1976-12-01', 'album', 'https://west.com/', 14, 101);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('eastFloralWhite', '1965-12-10', 'album', 'http://robbins.com/', 84, 102);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Gainsboroso', '1977-12-07', 'album', 'http://www.hernandez.com/', 148, 103);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('actuallyGoldenRodsubject', '2001-06-23', 'album', 'http://wu-jones.com/', 148, 103);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Bisqueplan', '1979-12-11', 'album', 'http://www.wiley.biz/', 152, 104);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('CornflowerBluenor', '1980-06-27', 'album', 'https://beck-green.org/', 152, 104);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('theOrchidfrom', '1979-07-11', 'album', 'https://www.davis.com/', 152, 104);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('DarkViolet', '2003-02-27', 'album', 'https://www.allen.info/', 29, 105);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('wayLightGreenlate', '1971-11-17', 'album', 'http://www.schmidt.com/', 29, 105);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('scoreBrownsimple', '2001-09-30', 'album', 'http://cummings.info/', 29, 105);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('anotherDarkViolet', '1990-07-14', 'album', 'https://www.anderson.com/', 100, 106);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('DarkOrange', '2002-02-23', 'album', 'http://anderson.info/', 100, 106);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('HotPinksay', '2005-06-02', 'album', 'http://mitchell.com/', 100, 106);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('DeepPinkbetween', '1975-04-02', 'album', 'https://www.sullivan-thompson.com/', 58, 107);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('crimeThistlemethod', '2005-09-16', 'album', 'http://www.ellis.info/', 58, 107);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('simpleDarkOrangeeffect', '1984-03-18', 'album', 'http://kelly.com/', 26, 108);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('partLightCyan', '1978-06-04', 'album', 'https://www.powell.com/', 26, 108);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('OrangeRed', '1990-10-28', 'album', 'https://www.aguilar.com/', 26, 108);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('SlateBlue', '1965-04-25', 'album', 'https://mcguire.com/', 172, 109);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('LightGreen', '1980-10-15', 'album', 'https://www.underwood.org/', 172, 109);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('PaleTurquoisewill', '1965-08-21', 'album', 'http://www.martinez-sharp.com/', 172, 109);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('physicalWhiteSmoke', '1959-08-05', 'album', 'http://www.anderson.com/', 49, 110);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Lavender', '1998-07-21', 'album', 'https://www.fox.com/', 49, 110);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('GreenYellow', '1996-10-10', 'album', 'https://cunningham.org/', 46, 111);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('doorPaleVioletRedlike', '1974-11-27', 'album', 'http://robinson.com/', 46, 111);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('moneyLightSeaGreen', '1995-11-14', 'album', 'http://sanchez.biz/', 152, 112);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('HotPink', '1977-08-24', 'album', 'http://www.patrick.net/', 129, 113);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('eveningPaleTurquoise', '1990-10-16', 'album', 'https://www.anderson.com/', 30, 114);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('foodFloralWhite', '1974-12-14', 'album', 'https://www.bowman.com/', 30, 114);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('inPaleGoldenRodnecessary', '1985-11-18', 'album', 'http://jones.com/', 30, 114);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Bisque', '1983-06-20', 'album', 'https://garcia.com/', 66, 115);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('millionNavy', '1964-01-05', 'album', 'https://www.johnson.net/', 66, 115);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('HoneyDew', '1969-07-25', 'album', 'http://davis.biz/', 66, 115);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Green', '1968-12-06', 'album', 'https://www.hill.info/', 163, 116);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('payLinennorth', '1989-04-05', 'album', 'https://www.miller.org/', 125, 117);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('DarkMagenta', '1991-08-31', 'album', 'https://huerta-reyes.com/', 159, 118);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('onLightSalmon', '1963-05-20', 'album', 'https://winters.com/', 159, 118);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('MediumSpringGreenduring', '2005-12-01', 'album', 'http://quinn-carroll.com/', 159, 118);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('senseDarkOrchidexist', '1988-03-07', 'album', 'http://jenkins-durham.com/', 148, 119);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('figureGhostWhite', '1970-04-20', 'album', 'https://www.warner-wiley.com/', 148, 119);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('careDarkSalmonresource', '1988-03-03', 'album', 'http://schultz.org/', 108, 120);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('nothingBlanchedAlmond', '2000-01-26', 'album', 'http://allison.net/', 108, 120);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Peru', '2002-09-25', 'album', 'http://www.wagner-scott.com/', 108, 120);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('DarkGreen', '1979-02-22', 'album', 'https://www.larson.net/', 67, 121);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('SpringGreenhotel', '1964-11-15', 'album', 'https://www.wright-torres.com/', 67, 121);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('layTandemocratic', '2001-03-07', 'album', 'https://pace-webster.com/', 170, 122);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('siteDarkOrchidupon', '1973-02-24', 'album', 'http://martinez.com/', 170, 122);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Aquasummer', '1984-10-30', 'album', 'https://www.ross-coffey.biz/', 170, 122);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('DarkVioletsociety', '1961-08-28', 'album', 'http://morgan-lucas.com/', 136, 123);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('includingDarkVioletcitizen', '1993-05-06', 'album', 'http://www.tapia-aguilar.info/', 136, 123);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('GoldenRodmeasure', '1983-07-17', 'album', 'http://holmes.net/', 45, 124);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('meanSiennanot', '1981-03-16', 'album', 'https://www.singh.com/', 45, 124);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('LightSalmon', '1980-11-11', 'album', 'https://aguirre.com/', 124, 125);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('marriageBlackpossible', '1964-10-19', 'album', 'http://www.duncan.biz/', 52, 126);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('LightYellowthrough', '1960-08-04', 'album', 'http://griffin-jones.com/', 131, 127);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('actAqua', '1964-07-25', 'album', 'http://www.hernandez.com/', 131, 127);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('moreLightSkyBlue', '1981-02-28', 'album', 'http://cobb-phillips.net/', 131, 127);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('leftNavygovernment', '1994-07-11', 'album', 'http://www.cox.com/', 134, 128);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('PeachPuffthreat', '1986-05-11', 'album', 'http://www.campbell.com/', 134, 128);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Sienna', '2004-01-28', 'album', 'https://weiss.com/', 134, 128);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Aqua', '1963-01-23', 'album', 'http://www.anderson.com/', 13, 129);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('GreenYellow', '1971-08-10', 'album', 'http://anderson.net/', 13, 129);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('LightGoldenRodYellow', '1987-03-25', 'album', 'http://www.hancock.org/', 13, 129);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('DarkSlateBlueamong', '1960-10-03', 'album', 'http://smith.com/', 67, 130);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('coupleWheatdescribe', '1997-04-11', 'album', 'http://beard-briggs.info/', 67, 130);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('overMoccasinbag', '1993-03-29', 'album', 'http://barber.com/', 153, 131);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('LavenderBlush', '1987-03-25', 'album', 'https://www.lutz.net/', 153, 131);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Orchid', '2002-09-13', 'album', 'https://ward.org/', 153, 131);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Violetrecent', '1969-03-06', 'album', 'https://moore.com/', 44, 132);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('differenceLightYellow', '1973-08-06', 'album', 'http://reyes.org/', 44, 132);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('addPinkstar', '2006-07-04', 'album', 'https://www.clark.net/', 44, 132);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Khaki', '1996-08-06', 'album', 'https://www.martin.net/', 17, 133);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('behaviorAntiqueWhite', '1989-09-17', 'album', 'http://hill-andrews.biz/', 17, 133);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('wifeGoldenRod', '1992-04-05', 'album', 'http://oconnor-reed.com/', 146, 134);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('DarkVioletAmerican', '1968-12-18', 'album', 'http://www.zhang.com/', 146, 134);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('closeLightSalmon', '1971-07-13', 'album', 'http://www.james.com/', 152, 135);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('RoyalBlue', '1962-04-06', 'album', 'http://horton.com/', 63, 136);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('churchBlanchedAlmond', '1970-05-17', 'album', 'http://www.johnson-russo.org/', 63, 136);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Orchid', '2000-03-14', 'album', 'https://www.hamilton.com/', 63, 136);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('DarkSalmon', '1990-12-02', 'album', 'http://cooper.com/', 63, 137);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('LightPinkimportant', '1971-01-12', 'album', 'https://porter.com/', 63, 137);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('describeGold', '1977-03-12', 'album', 'https://www.porter.net/', 25, 138);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('dropSteelBluehospital', '1962-03-19', 'album', 'https://www.brown-owen.com/', 25, 138);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Purplefocus', '2002-12-01', 'album', 'http://www.rivera.biz/', 61, 139);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('sureDarkGreen', '1987-04-17', 'album', 'https://www.lawson.com/', 61, 139);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('withoutFuchsiapage', '1989-03-10', 'album', 'http://www.hamilton.com/', 151, 140);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('LightGoldenRodYellowhis', '1997-12-18', 'album', 'http://lewis.info/', 154, 141);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('SkyBlue', '1993-01-29', 'album', 'https://thomas-lewis.info/', 154, 141);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Chartreuse', '1961-02-24', 'album', 'http://www.price.com/', 154, 141);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('tryPeachPuff', '1999-01-29', 'album', 'https://lewis.com/', 21, 142);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('itemMintCream', '1967-12-09', 'album', 'https://silva.com/', 21, 142);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('travelThistledown', '2003-03-23', 'album', 'https://gonzalez.biz/', 21, 142);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Perurecent', '1960-11-01', 'album', 'https://www.white.info/', 86, 143);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Crimson', '1965-08-05', 'album', 'https://www.webb.com/', 86, 143);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('baseLavender', '1973-06-08', 'album', 'http://edwards.com/', 144, 144);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('LightBlue', '1978-10-14', 'album', 'https://brandt.com/', 9, 145);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('WhiteSmoke', '1967-06-01', 'album', 'http://www.clark.com/', 23, 146);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Black', '1982-09-14', 'album', 'https://www.harris.org/', 23, 146);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('regionDarkBluebrother', '1971-09-18', 'album', 'http://jones.com/', 123, 147);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('BlueViolet', '2005-10-19', 'album', 'http://www.nelson-campbell.com/', 123, 147);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('lookLinenfactor', '2006-12-11', 'album', 'http://www.thomas.com/', 99, 148);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('processDarkSlateBluestuff', '1982-10-05', 'album', 'https://www.smith-davis.com/', 99, 148);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('MediumBluecreate', '1967-08-17', 'album', 'https://clark.com/', 21, 149);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('MediumOrchidlisten', '1997-08-09', 'album', 'http://brown.info/', 38, 150);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('levelDarkGreen', '1991-05-09', 'album', 'http://jones-lewis.com/', 38, 150);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('changeTurquoise', '1988-04-29', 'album', 'https://key.info/', 146, 151);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('soldierGainsboro', '2002-08-06', 'album', 'http://chapman-bolton.net/', 107, 152);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('opportunityDarkVioletpartner', '1997-01-09', 'album', 'https://www.hogan.com/', 4, 153);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('soCadetBluethis', '1977-06-02', 'album', 'https://www.rogers.net/', 4, 153);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('LightCyan', '2006-11-12', 'album', 'http://harris-miller.info/', 4, 153);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('candidatePink', '1984-07-10', 'album', 'http://rich.com/', 22, 154);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('hourCoralincluding', '1961-05-08', 'album', 'http://www.mccarthy-strong.com/', 22, 154);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Redofficer', '1996-06-08', 'album', 'https://www.powers-white.com/', 50, 155);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('ForestGreenthroughout', '1961-08-27', 'album', 'http://www.butler.com/', 50, 155);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('SlateGray', '1959-03-29', 'album', 'http://allen.com/', 154, 156);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('MediumBlue', '1997-09-09', 'album', 'http://www.cooper.com/', 154, 156);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('questionDarkSlateBlue', '1997-03-28', 'album', 'http://white-graham.com/', 56, 157);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('DarkBlue', '1966-05-21', 'album', 'https://www.bass-price.com/', 133, 158);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('acrossLightBluewhom', '1991-06-07', 'album', 'https://freeman.com/', 133, 158);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Chocolatemake', '1988-08-03', 'album', 'https://www.holland-martin.org/', 136, 159);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('MediumPurplestudy', '1961-01-23', 'album', 'http://collins.com/', 136, 159);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('downDarkKhaki', '1991-10-07', 'album', 'http://patton-delgado.com/', 37, 160);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('perBeigespend', '1965-03-30', 'album', 'http://www.howard.com/', 37, 160);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('commercialCoral', '2002-04-22', 'album', 'https://www.brown.biz/', 37, 160);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('CongressGhostWhiteunderstand', '1995-06-15', 'album', 'https://www.moses.biz/', 54, 161);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('classDarkTurquoise', '1961-09-04', 'album', 'https://www.adams-rhodes.com/', 54, 161);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('caseDeepPinkauthority', '1970-08-06', 'album', 'https://www.rocha.com/', 85, 162);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('includingDarkRed', '2004-01-13', 'album', 'http://www.crawford-roach.com/', 85, 162);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('IndianRedor', '1967-09-30', 'album', 'http://www.cruz.info/', 22, 163);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('whetherMediumPurple', '1994-03-28', 'album', 'http://www.waller.com/', 174, 164);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('hopeLavenderBlushresearch', '1996-01-07', 'album', 'https://www.cortez.net/', 174, 164);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Redfinally', '1983-06-18', 'album', 'https://www.barrett-scott.com/', 156, 165);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Sienna', '1969-11-30', 'album', 'https://www.robinson.com/', 156, 165);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('cultureWhitething', '2000-05-28', 'album', 'http://www.allen.com/', 156, 165);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('DeepSkyBlueair', '2005-01-31', 'album', 'https://king.net/', 4, 166);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('SaddleBrown', '1993-03-04', 'album', 'https://white.com/', 4, 166);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('callMagentaauthor', '1976-05-05', 'album', 'https://www.may.com/', 4, 166);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('DarkSlateGraymajor', '1990-03-20', 'album', 'http://www.palmer.com/', 28, 167);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('wallLightSteelBlueeasy', '1995-09-12', 'album', 'https://becker.info/', 70, 168);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('niceOrangeRed', '2003-03-11', 'album', 'http://www.fuentes.com/', 70, 168);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('songSkyBlue', '1971-04-13', 'album', 'http://www.thompson.com/', 57, 169);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('LimeGreendark', '1968-01-10', 'album', 'https://dawson.biz/', 57, 169);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('dropNavyhealth', '1965-09-17', 'album', 'http://www.newman.com/', 42, 170);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('turnHoneyDewwalk', '1974-06-03', 'album', 'https://www.hogan-sexton.com/', 42, 170);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('alreadyNavywind', '1992-05-18', 'album', 'http://www.henderson.com/', 42, 170);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Orange', '1983-05-27', 'album', 'http://avery.com/', 3, 171);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('DarkOrange', '1972-11-05', 'album', 'http://trevino-roach.info/', 3, 171);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('eitherLightCyan', '1969-04-24', 'album', 'https://hernandez.org/', 139, 172);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('directorLightBlueanswer', '1999-08-02', 'album', 'http://lee.com/', 139, 172);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('DimGrayyard', '2005-03-10', 'album', 'https://www.moore-brown.org/', 14, 173);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('fieldLavenderBlush', '1968-03-06', 'album', 'http://www.zimmerman.com/', 14, 173);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Silverthemselves', '1999-05-04', 'album', 'http://hahn-patel.org/', 14, 173);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('DarkOrchid', '1966-11-19', 'album', 'http://watson-winters.com/', 151, 174);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('expectFuchsia', '1980-03-22', 'album', 'https://rivera.com/', 4, 175);
